M,N,K,dtype,device,gpu_name,latency_us,kernel_name
16,384,224,f16,4,NVIDIA GeForce RTX 4090,5.8544,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,384,228,f16,4,NVIDIA GeForce RTX 4090,6.2928,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,384,256,f16,4,NVIDIA GeForce RTX 4090,5.6976,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,384,287,f16,4,NVIDIA GeForce RTX 4090,9.9216,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,384,320,f16,4,NVIDIA GeForce RTX 4090,5.952,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,384,323,f16,4,NVIDIA GeForce RTX 4090,8.2352,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,384,362,f16,4,NVIDIA GeForce RTX 4090,5.768,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,384,384,f16,4,NVIDIA GeForce RTX 4090,5.6224,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2_nn_align8>(T1::Params)
16,384,406,f16,4,NVIDIA GeForce RTX 4090,5.7024,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,384,456,f16,4,NVIDIA GeForce RTX 4090,5.864,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2_nn_align8>(T1::Params)
16,384,512,f16,4,NVIDIA GeForce RTX 4090,8.3472,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2_nn_align8>(T1::Params)
16,384,575,f16,4,NVIDIA GeForce RTX 4090,8.6688,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,384,645,f16,4,NVIDIA GeForce RTX 4090,8.3568,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,384,724,f16,4,NVIDIA GeForce RTX 4090,8.2992,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,384,768,f16,4,NVIDIA GeForce RTX 4090,8.56,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
16,384,813,f16,4,NVIDIA GeForce RTX 4090,10.0304,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,384,912,f16,4,NVIDIA GeForce RTX 4090,8.4272,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
16,384,1024,f16,4,NVIDIA GeForce RTX 4090,8.64,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
16,384,1149,f16,4,NVIDIA GeForce RTX 4090,8.4224,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,384,1290,f16,4,NVIDIA GeForce RTX 4090,8.5264,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,384,1448,f16,4,NVIDIA GeForce RTX 4090,8.6336,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
16,384,1536,f16,4,NVIDIA GeForce RTX 4090,8.2752,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
16,384,1625,f16,4,NVIDIA GeForce RTX 4090,8.4544,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,384,1825,f16,4,NVIDIA GeForce RTX 4090,8.9104,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,384,2048,f16,4,NVIDIA GeForce RTX 4090,9.4912,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
16,384,2299,f16,4,NVIDIA GeForce RTX 4090,8.9936,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,384,2580,f16,4,NVIDIA GeForce RTX 4090,8.5296,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,384,2896,f16,4,NVIDIA GeForce RTX 4090,10.2432,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
16,384,3072,f16,4,NVIDIA GeForce RTX 4090,8.7088,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
16,384,3251,f16,4,NVIDIA GeForce RTX 4090,8.4816,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,384,3649,f16,4,NVIDIA GeForce RTX 4090,8.536,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,384,4096,f16,4,NVIDIA GeForce RTX 4090,12.9088,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,384,4598,f16,4,NVIDIA GeForce RTX 4090,9.5856,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,384,5161,f16,4,NVIDIA GeForce RTX 4090,8.6784,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align1>(T1::Params)
16,384,5793,f16,4,NVIDIA GeForce RTX 4090,8.7824,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_128x1_nn_align1>(T1::Params)
16,384,6502,f16,4,NVIDIA GeForce RTX 4090,8.784,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,384,7298,f16,4,NVIDIA GeForce RTX 4090,8.512,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,384,8192,f16,4,NVIDIA GeForce RTX 4090,8.9312,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,384,9195,f16,4,NVIDIA GeForce RTX 4090,10.9248,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_128x1_nn_align1>(T1::Params)
16,384,10321,f16,4,NVIDIA GeForce RTX 4090,9.8224,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_128x1_nn_align1>(T1::Params)
16,384,11585,f16,4,NVIDIA GeForce RTX 4090,10.688,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_128x1_nn_align1>(T1::Params)
16,384,13004,f16,4,NVIDIA GeForce RTX 4090,9.864,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,384,14596,f16,4,NVIDIA GeForce RTX 4090,10.3968,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,384,16384,f16,4,NVIDIA GeForce RTX 4090,9.824,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,388,32,f16,4,NVIDIA GeForce RTX 4090,5.8144,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,388,33,f16,4,NVIDIA GeForce RTX 4090,8.4032,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,36,f16,4,NVIDIA GeForce RTX 4090,5.6832,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,388,40,f16,4,NVIDIA GeForce RTX 4090,5.7632,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,388,45,f16,4,NVIDIA GeForce RTX 4090,8.5248,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,48,f16,4,NVIDIA GeForce RTX 4090,5.6896,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,388,51,f16,4,NVIDIA GeForce RTX 4090,10.1216,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,57,f16,4,NVIDIA GeForce RTX 4090,11.0944,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,64,f16,4,NVIDIA GeForce RTX 4090,5.792,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,388,72,f16,4,NVIDIA GeForce RTX 4090,5.8368,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,388,80,f16,4,NVIDIA GeForce RTX 4090,5.6576,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,388,81,f16,4,NVIDIA GeForce RTX 4090,8.3056,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,91,f16,4,NVIDIA GeForce RTX 4090,8.2704,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,96,f16,4,NVIDIA GeForce RTX 4090,5.8256,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,388,102,f16,4,NVIDIA GeForce RTX 4090,5.6512,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,388,112,f16,4,NVIDIA GeForce RTX 4090,5.6144,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,388,114,f16,4,NVIDIA GeForce RTX 4090,5.6496,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,388,128,f16,4,NVIDIA GeForce RTX 4090,5.7344,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,388,144,f16,4,NVIDIA GeForce RTX 4090,7.1392,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,388,160,f16,4,NVIDIA GeForce RTX 4090,5.704,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,388,161,f16,4,NVIDIA GeForce RTX 4090,8.5216,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,181,f16,4,NVIDIA GeForce RTX 4090,13.1152,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,192,f16,4,NVIDIA GeForce RTX 4090,7.056,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,388,203,f16,4,NVIDIA GeForce RTX 4090,10.1648,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,224,f16,4,NVIDIA GeForce RTX 4090,5.824,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,388,228,f16,4,NVIDIA GeForce RTX 4090,5.9696,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,388,256,f16,4,NVIDIA GeForce RTX 4090,5.5744,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,388,287,f16,4,NVIDIA GeForce RTX 4090,8.1584,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,320,f16,4,NVIDIA GeForce RTX 4090,5.6432,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,388,323,f16,4,NVIDIA GeForce RTX 4090,8.1408,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,362,f16,4,NVIDIA GeForce RTX 4090,5.6832,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,388,384,f16,4,NVIDIA GeForce RTX 4090,5.944,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2_nn_align8>(T1::Params)
16,388,406,f16,4,NVIDIA GeForce RTX 4090,5.8528,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,388,456,f16,4,NVIDIA GeForce RTX 4090,5.672,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2_nn_align8>(T1::Params)
16,388,512,f16,4,NVIDIA GeForce RTX 4090,5.9552,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2_nn_align8>(T1::Params)
16,388,575,f16,4,NVIDIA GeForce RTX 4090,8.488,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,645,f16,4,NVIDIA GeForce RTX 4090,8.4208,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,724,f16,4,NVIDIA GeForce RTX 4090,8.376,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,388,768,f16,4,NVIDIA GeForce RTX 4090,8.5808,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
16,388,813,f16,4,NVIDIA GeForce RTX 4090,9.5648,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,912,f16,4,NVIDIA GeForce RTX 4090,10.512,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
16,388,1024,f16,4,NVIDIA GeForce RTX 4090,10.1024,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
16,388,1149,f16,4,NVIDIA GeForce RTX 4090,11.7184,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,1290,f16,4,NVIDIA GeForce RTX 4090,8.5488,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,388,1448,f16,4,NVIDIA GeForce RTX 4090,8.7008,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
16,388,1536,f16,4,NVIDIA GeForce RTX 4090,8.6,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
16,388,1625,f16,4,NVIDIA GeForce RTX 4090,8.784,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,1825,f16,4,NVIDIA GeForce RTX 4090,8.4592,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,2048,f16,4,NVIDIA GeForce RTX 4090,8.4304,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
16,388,2299,f16,4,NVIDIA GeForce RTX 4090,8.7408,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,2580,f16,4,NVIDIA GeForce RTX 4090,8.4768,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,388,2896,f16,4,NVIDIA GeForce RTX 4090,9.968,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
16,388,3072,f16,4,NVIDIA GeForce RTX 4090,8.7552,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
16,388,3251,f16,4,NVIDIA GeForce RTX 4090,8.5104,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,3649,f16,4,NVIDIA GeForce RTX 4090,9.7568,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,388,4096,f16,4,NVIDIA GeForce RTX 4090,8.288,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
16,388,4598,f16,4,NVIDIA GeForce RTX 4090,8.8,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,388,5161,f16,4,NVIDIA GeForce RTX 4090,11.208,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align1>(T1::Params)
16,388,5793,f16,4,NVIDIA GeForce RTX 4090,8.5136,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_128x1_nn_align1>(T1::Params)
16,388,6502,f16,4,NVIDIA GeForce RTX 4090,8.4544,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,388,7298,f16,4,NVIDIA GeForce RTX 4090,8.888,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,388,8192,f16,4,NVIDIA GeForce RTX 4090,8.5792,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,388,9195,f16,4,NVIDIA GeForce RTX 4090,9.608,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_128x1_nn_align1>(T1::Params)
16,388,10321,f16,4,NVIDIA GeForce RTX 4090,10.5296,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_128x1_nn_align1>(T1::Params)
16,388,11585,f16,4,NVIDIA GeForce RTX 4090,10.7488,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_128x1_nn_align1>(T1::Params)
16,388,13004,f16,4,NVIDIA GeForce RTX 4090,10.8864,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,388,14596,f16,4,NVIDIA GeForce RTX 4090,10.9184,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,388,16384,f16,4,NVIDIA GeForce RTX 4090,10.2032,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,446,32,f16,4,NVIDIA GeForce RTX 4090,6.2624,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,446,33,f16,4,NVIDIA GeForce RTX 4090,8.4352,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,446,36,f16,4,NVIDIA GeForce RTX 4090,5.6624,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,446,40,f16,4,NVIDIA GeForce RTX 4090,5.52,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,446,45,f16,4,NVIDIA GeForce RTX 4090,8.4912,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,446,48,f16,4,NVIDIA GeForce RTX 4090,6.8096,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,446,51,f16,4,NVIDIA GeForce RTX 4090,11.2208,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,446,57,f16,4,NVIDIA GeForce RTX 4090,8.3184,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,446,64,f16,4,NVIDIA GeForce RTX 4090,5.5968,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,446,72,f16,4,NVIDIA GeForce RTX 4090,5.5824,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,446,80,f16,4,NVIDIA GeForce RTX 4090,6.2928,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,446,81,f16,4,NVIDIA GeForce RTX 4090,10.3248,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,446,91,f16,4,NVIDIA GeForce RTX 4090,8.5296,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,446,96,f16,4,NVIDIA GeForce RTX 4090,5.776,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,446,102,f16,4,NVIDIA GeForce RTX 4090,5.6992,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,446,112,f16,4,NVIDIA GeForce RTX 4090,5.7472,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,446,114,f16,4,NVIDIA GeForce RTX 4090,6.5936,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,446,128,f16,4,NVIDIA GeForce RTX 4090,5.9584,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,446,144,f16,4,NVIDIA GeForce RTX 4090,5.6704,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,446,160,f16,4,NVIDIA GeForce RTX 4090,5.7744,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,446,161,f16,4,NVIDIA GeForce RTX 4090,8.3232,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,446,181,f16,4,NVIDIA GeForce RTX 4090,8.6512,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,446,192,f16,4,NVIDIA GeForce RTX 4090,5.6704,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,446,203,f16,4,NVIDIA GeForce RTX 4090,8.64,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,446,224,f16,4,NVIDIA GeForce RTX 4090,5.72,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,446,228,f16,4,NVIDIA GeForce RTX 4090,5.5984,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,446,256,f16,4,NVIDIA GeForce RTX 4090,5.6208,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
16,446,287,f16,4,NVIDIA GeForce RTX 4090,8.24,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,446,320,f16,4,NVIDIA GeForce RTX 4090,6.7408,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2_nn_align8>(T1::Params)
16,446,323,f16,4,NVIDIA GeForce RTX 4090,8.344,void cutlass::Kernel2<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align1>(T1::Params)
16,446,362,f16,4,NVIDIA GeForce RTX 4090,8.2768,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
16,446,384,f16,4,NVIDIA GeForce RTX 4090,6.384,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2_nn_align8>(T1::Params)
16,446,406,f16,4,NVIDIA GeForce RTX 4090,5.7936,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2>(T1::Params)
